PARTY,UCC,SYMBOL,SETCOD,TYP,TOTSALE,DELVSALE,EPI,SALEPENDING,TOTBUY,DELVBUY,SALEVAL,BUYVAL,NETVAL,AVGRATE,NATURE,MINMARGIN
ZLF0422,ZLF0422,HDFCBANK,N2022148  ,EQ,100,100,100,0,0,0,144100,0,144100,0,R,0
ZLF0422,ZLF0422,HCLTECH,N2022148  ,EQ,100,100,0,100,0,0,96598.1,0,96598.10,965.98,R,19319.62
ZLF0422,ZLF0422,HCLTECH,N2022147  ,EQ,0,0,0,0,100,100,0,96010,-96010,960.10,R,19202
ZLF0422,ZLF0422,RELIANCE,N2022148  ,EQ,0,0,0,0,50,50,0,128445,-128445,2568.90,R,25689
ZLF0422,ZLF0422,PRESTIGE,N2022148  ,EQ,300,300,0,300,0,0,129300,0,129300,431,R,25860
ZLF0422,ZLF0422,PRESTIGE,N2022147  ,EQ,0,0,0,0,300,300,0,127500,-127500,425,R,25500
ZLF0427,ZLF0427,AYMSYNTEX,N2022148  ,EQ,0,0,0,0,250,250,0,21025,-21025,84.10,R,4205
ZLF0427,ZLF0427,HCLTECH,N2022148  ,EQ,25,25,0,25,0,0,24145,0,24145,965.80,R,4829
ZLF0433,ZLF0433,ZOMATO,N2022148  ,EQ,500,500,0,500,0,0,27900,0,27900,55.80,R,5580
ZLF0433,ZLF0433,BANKBARODA,N2022147  ,EQ,0,0,0,0,500,500,0,60625,-60625,121.25,R,12125
ZLF0433,ZLF0433,ZOMATO,N2022147  ,EQ,0,0,0,0,500,500,0,27625,-27625,55.25,R,5525
ZLF0433,ZLF0433,CANBK,N2022148  ,EQ,0,0,0,0,250,250,0,55975,-55975,223.90,R,11195
ZLF0433,ZLF0433,BANKBARODA,N2022148  ,EQ,500,500,0,500,0,0,60700,0,60700,121.40,R,12140
ZLF0440,ZLF0440,COMPINFO,N2022147  ,EQ,0,0,0,0,1000,1000,0,22300,-22300,22.30,R,4460
ZLF0440,ZLF0440,MAITHANALL,N2022147  ,EQ,0,0,0,0,10,10,0,9310,-9310,931,R,1862
ZLF0440,ZLF0440,539011,Z2022147  ,BE,3,3,3,0,50,50,615,10115,-9500,202.45,Z,2024.5280
ZLF0445,ZLF0445,HDFC,N2022148  ,EQ,225,225,225,0,0,0,533859.85,0,533859.85,0,R,0
ZLF0450,ZLF0450,TATASTEEL,N2022147  ,EQ,0,0,0,0,10,10,0,1069.5,-1069.50,106.95,R,213.90
ZLF0455,ZLF0455,ACC,N2022147  ,EQ,100,100,100,0,0,0,223680,0,223680,0,R,0
ZLF0455,ZLF0455,RCF,N2022148  ,EQ,2000,2000,2000,0,0,0,182300,0,182300,0,R,0
ZLF0455,ZLF0455,TRITURBINE,N2022147  ,EQ,500,500,500,0,0,0,94195.15,0,94195.15,0,R,0
ZLF0461,ZLF0461,PRESTIGE,N2022148  ,EQ,100,100,0,100,0,0,42835,0,42835,428.35,R,8567
ZLF0461,ZLF0461,SUNFLAG,N2022148  ,EQ,800,800,500,300,0,0,67395,0,67395,84.24,R,5054.6260
ZLF0461,ZLF0461,SUNFLAG,N2022147  ,EQ,0,0,0,0,300,300,0,24615,-24615,82.05,R,4923
ZLF0461,ZLF0461,DEEPAKNTR,N2022148  ,EQ,250,150,150,0,100,0,494965,197500,297465,0,R,0
ZLF0461,ZLF0461,DEEPAKNTR,N2022147  ,EQ,225,0,0,0,325,100,439843.7,636000,-196156.30,1961.56,R,39231.26
ZLF0461,ZLF0461,PITTIENG,N2022148  ,EQ,500,0,0,0,700,200,181706.75,252300,-70593.25,352.97,R,14118.65
ZLF0461,ZLF0461,IBREALEST,N2022148  ,EQ,500,500,0,500,0,0,36275,0,36275,72.55,R,7255
ZLF0461,ZLF0461,IBREALEST,N2022147  ,EQ,0,0,0,0,500,500,0,35500,-35500,71,R,7100
ZLF0461,ZLF0461,DATAPATTNS,N2022148  ,EQ,350,350,350,0,0,0,276560.35,0,276560.35,0,R,0
ZLF0461,ZLF0461,SMARTLINK,N2022147  ,EQ,0,0,0,0,200,200,0,27180,-27180,135.90,R,5436
ZLF0461,ZLF0461,ONMOBILE,N2022148  ,EQ,0,0,0,0,100,100,0,12175,-12175,121.75,R,2435
ZLF0461,ZLF0461,SMARTLINK,N2022148  ,EQ,200,200,0,200,0,0,28080,0,28080,140.40,R,5616
ZLF0463,ZLF0463,BSOFT,N2022148  ,EQ,50,50,0,50,0,0,17480,0,17480,349.60,R,3496
ZLF0488,ZLF0488,JINDALSTEL,N2022148  ,EQ,0,0,0,0,100,100,0,38625,-38625,386.25,R,7725
ZLF0500,ZLF0500,CESC,N2022147  ,EQ,660,660,660,0,0,0,53262,0,53262,0,R,0
ZLF0501,ZLF0501,RCF,N2022148  ,EQ,500,500,500,0,0,0,45550,0,45550,0,R,0
ZLF0525,ZLF0525,PRESTIGE,N2022147  ,EQ,0,0,0,0,100,100,0,42775,-42775,427.75,R,8555
ZLF0541,ZLF0541,BALRAMCHIN,N2022147  ,EQ,0,0,0,0,300,300,0,116400,-116400,388,R,23280
ZLF0541,ZLF0541,NHPC,N2022148  ,EQ,5000,5000,5000,0,0,0,179500,0,179500,0,R,0
ZLF0541,ZLF0541,ICICIBANK,N2022147  ,EQ,0,0,0,0,250,250,0,203985.3,-203985.30,815.94,R,40797.06
ZLF0584,ZLF0584,HDFCBANK,N2022147  ,EQ,0,0,0,0,50,50,0,70880,-70880,1417.60,R,14176
ZLF0595,ZLF0595,VASCONEQ,N2022148  ,EQ,0,0,0,0,400,400,0,9200,-9200,23,R,1840
ZLF0595,ZLF0595,RCF,N2022148  ,EQ,100,100,100,0,0,0,9160,0,9160,0,R,0
ZLF0598,ZLF0598,IDBI,N2022148  ,EQ,0,0,0,0,2000,2000,0,84600,-84600,42.30,R,16920
ZLF0599,ZLF0599,LT,N2022147  ,EQ,42,42,42,0,0,0,74954.6,0,74954.60,0,R,0
ZLF0621,ZLF0621,ICICIBANK,N2022148  ,EQ,0,0,0,0,18,18,0,14742,-14742,819,R,2948.40
ZLF0621,ZLF0621,INDHOTEL,N2022147  ,EQ,0,0,0,0,15,15,0,4050.75,-4050.75,270.05,R,810.15
ZLF0629,ZLF0629,PRESTIGE,N2022147  ,EQ,0,0,0,0,171,171,0,73228.75,-73228.75,428.24,R,14645.75
ZLF0658,ZLF0658,HINDALCO,N2022147  ,EQ,0,0,0,0,25,25,0,10288.75,-10288.75,411.55,R,2057.75
ZLF0658,ZLF0658,TRITURBINE,N2022147  ,EQ,24,24,24,0,0,0,4656,0,4656,0,R,0
ZLF0658,ZLF0658,TATAMOTORS,N2022147  ,EQ,0,0,0,0,100,100,0,46287.5,-46287.50,462.88,R,9257.50
ZLF0665,ZLF0665,PRESTIGE,N2022147  ,EQ,0,0,0,0,85,85,0,36145,-36145,425.24,R,7229
ZLF0665,ZLF0665,SANDHAR,N2022147  ,EQ,180,180,180,0,0,0,46080,0,46080,0,R,0
ZLF0665,ZLF0665,PRESTIGE,N2022148  ,EQ,0,0,0,0,50,50,0,21395,-21395,427.90,R,4279
ZLF0672,ZLF0672,TATASTEEL,N2022148  ,EQ,60,60,0,60,0,0,6498,0,6498,108.30,R,1299.60
ZLF0672,ZLF0672,NBCC,N2022148  ,EQ,0,0,0,0,500,500,0,16325,-16325,32.65,R,3265
ZLF0672,ZLF0672,IDFCFIRSTB,N2022147  ,EQ,0,0,0,0,500,500,0,21225,-21225,42.45,R,4245
ZLF0672,ZLF0672,YESBANK,N2022147  ,EQ,1,1,1,0,0,0,16.4,0,16.40,0,R,0
ZLF0672,ZLF0672,DHANI,N2022147  ,EQ,0,0,0,0,1500,1500,0,70375,-70375,46.92,R,14075
ZLF0703,ZLF0703,ICICIBANK,N2022147  ,EQ,0,0,0,0,200,200,0,163148.2,-163148.20,815.74,R,32629.64
ZLF0708,ZLF0708,PRESTIGE,N2022148  ,EQ,200,200,157,43,0,0,86050,0,86050,430.25,R,3700.15
ZLF0725,ZLF0725,BAJFINANCE,N2022147  ,EQ,0,0,0,0,30,30,0,219200,-219200,7306.67,R,43840
ZLF0725,ZLF0725,BAJFINANCE,N2022148  ,EQ,20,20,0,20,0,0,147204.5,0,147204.50,7360.23,R,29440.90
ZLF0732,ZLF0732,TATAPOWER,N2022148  ,EQ,200,200,0,200,0,0,46370,0,46370,231.85,R,9274
ZLF0738,ZLF0738,SBIN,N2022148  ,EQ,100,100,0,100,0,0,53000,0,53000,530,R,10600
ZLF0744,ZLF0744,BOMDYEING,N2022147  ,EQ,0,0,0,0,200,200,0,20040,-20040,100.20,R,4008
ZLF0744,ZLF0744,BOMDYEING,N2022148  ,EQ,200,200,0,200,0,0,20450,0,20450,102.25,R,4090
ZLF0746,ZLF0746,BANDHANBNK,N2022147  ,EQ,355,0,0,0,582,227,101475,164460.2,-62985.20,277.47,R,12597.04
ZLF0746,ZLF0746,DBL,N2022147  ,EQ,0,0,0,0,100,100,0,24773.5,-24773.50,247.74,R,4954.70
ZLF0748,ZLF0748,RELIANCE,N2022147  ,EQ,5,5,5,0,0,0,12970,0,12970,0,R,0
ZLF0766,ZLF0766,TATASTEEL,N2022148  ,EQ,0,0,0,0,200,200,0,21470,-21470,107.35,R,4294
ZLF0796,ZLF0796,TATAMOTORS,N2022148  ,EQ,0,0,0,0,2,2,0,920,-920,460,R,184
ZLF0796,ZLF0796,VISHWARAJ,N2022148  ,EQ,150,150,0,150,0,0,2605,0,2605,17.37,R,521
ZLF0796,ZLF0796,TATAPOWER,N2022148  ,EQ,0,0,0,0,25,25,0,5672.25,-5672.25,226.89,R,1134.45
ZLF0796,ZLF0796,SICAL,Z2022147  ,BE,150,150,150,0,0,0,1185,0,1185,0,Z,0
ZLF0796,ZLF0796,JPPOWER,N2022147  ,EQ,250,250,250,0,0,0,1750,0,1750,0,R,0
ZLF0796,ZLF0796,AWL,Z2022147  ,BE,0,0,0,0,7,7,0,4865,-4865,695,Z,973
ZLF0797,ZLF0797,LUPIN,N2022148  ,EQ,200,200,0,200,0,0,130920,0,130920,654.60,R,26184
ZLF0814,ZLF0814,539594,N2022148  ,EQ,0,0,0,0,200,200,0,1670,-1670,8.35,R,334
ZLF0826,ZLF0826,BOMDYEING,N2022147  ,EQ,0,0,0,0,100,100,0,10150,-10150,101.50,R,2030
ZLF0840,ZLF0840,INDIANB,N2022147  ,EQ,0,0,0,0,100,100,0,17790,-17790,177.90,R,3558
ZLF0843,ZLF0843,RCF,N2022148  ,EQ,2000,2000,2000,0,0,0,181411.3,0,181411.30,0,R,0
ZLF0853,ZLF0853,IDFCFIRSTB,N2022148  ,EQ,0,0,0,0,50,50,0,2137.5,-2137.50,42.75,R,427.50
ZLF0853,ZLF0853,IDFCFIRSTB,N2022147  ,EQ,0,0,0,0,400,400,0,17000,-17000,42.50,R,3400
ZLF0864,ZLF0864,RELIANCE,N2022148  ,EQ,0,0,0,0,20,20,0,51098,-51098,2554.90,R,10219.60
ZLF0864,ZLF0864,TATAPOWER,N2022147  ,EQ,100,100,100,0,0,0,23340,0,23340,0,R,0
ZLF0873,ZLF0873,RCF,N2022148  ,EQ,100,100,0,100,0,0,9040,0,9040,90.40,R,1808
ZLF0879,ZLF0879,DLF,N2022147  ,EQ,40,40,40,0,0,0,14766,0,14766,0,R,0
ZLF0879,ZLF0879,YESBANK,N2022148  ,EQ,0,0,0,0,870,870,0,14572.5,-14572.50,16.75,R,2914.50
ZLF0908,ZLF0908,RCF,N2022148  ,EQ,500,500,500,0,0,0,45400,0,45400,0,R,0
ZLF0913,ZLF0913,SBIN,N2022147  ,EQ,100,100,100,0,0,0,54193.8,0,54193.80,0,R,0
ZLF0978,ZLF0978,PRESTIGE,N2022147  ,EQ,0,0,0,0,34,34,0,14450,-14450,425,R,2890
ZLF0979,ZLF0979,IRB,N2022147  ,EQ,20,20,20,0,0,0,4872,0,4872,0,R,0
ZLF0983,ZLF0983,TATAPOWER,N2022148  ,EQ,0,0,0,0,20,20,0,4560,-4560,228,R,912
ZLF0987,ZLF0987,ZOMATO,N2022147  ,EQ,3000,1000,1000,0,2000,0,164200,107700,56500,0,R,0
ZLF0987,ZLF0987,VAIBHAVGBL,N2022147  ,EQ,0,0,0,0,500,500,0,153247.2,-153247.20,306.49,R,30649.44
ZLF1003,ZLF1003,CANBK,N2022147  ,EQ,20,20,20,0,0,0,4649,0,4649,0,R,0
ZLF1015,ZLF1015,BOMDYEING,N2022147  ,EQ,500,0,0,0,1000,500,50625,101100,-50475,100.95,R,10095
ZLF1015,ZLF1015,TATAPOWER,N2022148  ,EQ,0,0,0,0,500,500,0,115925,-115925,231.85,R,23185
ZLF1015,ZLF1015,TATAPOWER,N2022147  ,EQ,1000,0,0,0,1500,500,233675,348650,-114975,229.95,R,22995
ZLF1027,ZLF1027,PRESTIGE,N2022147  ,EQ,0,0,0,0,45,45,0,19248.45,-19248.45,427.74,R,3849.69
ZLF1030,ZLF1030,539228,Z2022147  ,BE,250,250,250,0,0,0,21012.5,0,21012.50,0,Z,0
ZLF1033,ZLF1033,SAKSOFT,N2022148  ,EQ,0,0,0,0,5,5,0,4850,-4850,970,R,970
ZLF1033,ZLF1033,LT,N2022147  ,EQ,0,0,0,0,1,1,0,1777.95,-1777.95,1777.95,R,355.59
ZLF1039,ZLF1039,PRESTIGE,N2022147  ,EQ,0,0,0,0,19,19,0,8151,-8151,429,R,1630.20
ZLF1046,ZLF1046,RELIANCE,N2022148  ,EQ,0,0,0,0,5,5,0,12800,-12800,2560,R,2560
ZLF1046,ZLF1046,TCS,N2022148  ,EQ,2,2,0,2,0,0,6645.5,0,6645.50,3322.75,R,1329.10
ZLF1046,ZLF1046,MANAPPURAM,N2022147  ,EQ,25,25,25,0,0,0,2546.25,0,2546.25,0,R,0
ZLF1046,ZLF1046,SUNPHARMA,N2022147  ,EQ,0,0,0,0,10,10,0,8990,-8990,899,R,1798
ZLF1047,ZLF1047,EMAMIPAP,N2022148  ,EQ,0,0,0,0,90,90,0,15196.5,-15196.50,168.85,R,3039.30
ZLF1047,ZLF1047,INDIGOPNTS,N2022148  ,EQ,10,10,0,10,0,0,15703.5,0,15703.50,1570.35,R,3140.70
ZLF1049,ZLF1049,542019,Z2022148  ,BE,0,0,0,0,150,150,0,40080,-40080,267.20,Z,8016
ZLF1049,ZLF1049,HBLPOWER,N2022147  ,EQ,94,94,94,0,0,0,8351.9,0,8351.90,0,R,0
ZLF1049,ZLF1049,542666,N2022147  ,EQ,0,0,0,0,70,70,0,17972.5,-17972.50,256.75,R,3594.50
ZLF1049,ZLF1049,GENUSPAPER,N2022147  ,EQ,500,500,500,0,0,0,8550,0,8550,0,R,0
ZLF1060,ZLF1060,LT,N2022147  ,EQ,0,0,0,0,1,1,0,1778.6,-1778.60,1778.60,R,355.72
ZLF1070,ZLF1070,NHPC,N2022147  ,EQ,160,160,160,0,0,0,5824,0,5824,0,R,0
ZLF1070,ZLF1070,PRESTIGE,N2022147  ,EQ,0,0,0,0,10,10,0,4280.5,-4280.50,428.05,R,856.10
ZLF1077,ZLF1077,TANLA,N2022147  ,EQ,0,0,0,0,35,35,0,28315,-28315,809,R,5663
ZLF1077,ZLF1077,TATACHEM,N2022147  ,EQ,0,0,0,0,50,50,0,47325,-47325,946.50,R,9465
ZLF1077,ZLF1077,ECLERX,N2022147  ,EQ,50,50,50,0,0,0,123000,0,123000,0,R,0
ZLF1077,ZLF1077,UPL,N2022148  ,EQ,0,0,0,0,100,100,0,73855.1,-73855.10,738.55,R,14771.02
ZLF1098,ZLF1098,ICICIBANK,N2022148  ,EQ,200,200,200,0,0,0,165020,0,165020,0,R,0
ZLF1109,ZLF1109,RCF,N2022148  ,EQ,500,500,0,500,0,0,47000.55,0,47000.55,94,R,9400.11
ZLF1109,ZLF1109,PRESTIGE,N2022148  ,EQ,0,0,0,0,200,200,0,85795.45,-85795.45,428.98,R,17159.09
ZLF1109,ZLF1109,INDIANB,N2022147  ,EQ,500,500,500,0,0,0,88875,0,88875,0,R,0
ZLF1109,ZLF1109,ICICIBANK,N2022147  ,EQ,100,100,100,0,0,0,82635,0,82635,0,R,0
ZLF1128,ZLF1128,RCF,N2022148  ,EQ,500,500,500,0,0,0,45325,0,45325,0,R,0
ZLF1137,ZLF1137,RCF,N2022148  ,EQ,250,250,244,6,0,0,23012.5,0,23012.50,92.05,R,110.46
ZLF1143,ZLF1143,PRESTIGE,N2022147  ,EQ,0,0,0,0,271,271,0,115941.55,-115941.55,427.83,R,23188.31
ZLF1145,ZLF1145,TATASTEEL,N2022148  ,EQ,0,0,0,0,80,80,0,8612,-8612,107.65,R,1722.40
ZLF1156,ZLF1156,BALRAMCHIN,N2022147  ,EQ,0,0,0,0,100,100,0,38985,-38985,389.85,R,7797
ZLF1156,ZLF1156,ICICIBANK,N2022148  ,EQ,200,200,200,0,0,0,164910,0,164910,0,R,0
ZLF1174,ZLF1174,TATASTEEL,N2022148  ,EQ,0,0,0,0,200,200,0,21510,-21510,107.55,R,4302
ZLF1179,ZLF1179,ZOMATO,N2022147  ,EQ,0,0,0,0,50,50,0,2715,-2715,54.30,R,543
ZLF1189,ZLF1189,SGBAUG24,N2022147  ,GB,15,15,15,0,0,0,75975,0,75975,0,R,0
ZLF1189,ZLF1189,SGBAUG24,N2022148  ,GB,35,35,0,35,0,0,177275,0,177275,5065,R,35455
ZLF1206,ZLF1206,BHEL,N2022147  ,EQ,0,0,0,0,55,55,0,2909.5,-2909.50,52.90,R,581.90
ZLF1209,ZLF1209,UNIONBANK,N2022148  ,EQ,2000,0,0,0,3000,1000,77325,115925,-38600,38.60,R,7720
ZLF1209,ZLF1209,UNIONBANK,N2022147  ,EQ,0,0,0,0,500,500,0,19300,-19300,38.60,R,3860
ZLG0006,ZLG0006,TATASTEEL,N2022147  ,EQ,0,0,0,0,100,100,0,10600,-10600,106,R,2120
ZLG0017,ZLG0017,PARADEEP,N2022148  ,EQ,0,0,0,0,200,200,0,9990,-9990,49.95,R,1998
ZLG0017,ZLG0017,ENGINERSIN,N2022147  ,EQ,100,100,100,0,0,0,6950,0,6950,0,R,0
ZLG0022,ZLG0022,ZOMATO,N2022147  ,EQ,0,0,0,0,100,100,0,5595,-5595,55.95,R,1119
ZLG0022,ZLG0022,SBIN,N2022148  ,EQ,0,0,0,0,10,10,0,5359,-5359,535.90,R,1071.80
ZLG0025,ZLG0025,TATASTEEL,N2022148  ,EQ,200,200,0,200,0,0,21450,0,21450,107.25,R,4290
ZLG0025,ZLG0025,BHEL,N2022148  ,EQ,200,200,0,200,0,0,10520,0,10520,52.60,R,2104
ZLG0025,ZLG0025,ORIENTPPR,N2022148  ,EQ,200,200,0,200,0,0,5980,0,5980,29.90,R,1196
ZLG0025,ZLG0025,PNB,N2022148  ,EQ,250,250,250,0,0,0,8325,0,8325,0,R,0
ZLG0025,ZLG0025,IDFCFIRSTB,N2022148  ,EQ,270,270,0,270,0,0,11529,0,11529,42.70,R,2305.80
ZLG0025,ZLG0025,L&TFH,N2022148  ,EQ,200,200,200,0,0,0,14790,0,14790,0,R,0
ZLG0025,ZLG0025,BANKINDIA,N2022148  ,EQ,250,250,250,0,0,0,12075,0,12075,0,R,0
ZLG0025,ZLG0025,JPPOWER,N2022148  ,EQ,0,0,0,0,600,600,0,4380,-4380,7.30,R,876
ZLG0025,ZLG0025,SAIL,N2022148  ,EQ,100,100,100,0,0,0,7660,0,7660,0,R,0
ZLG0025,ZLG0025,HCC,N2022148  ,EQ,1000,1000,1000,0,0,0,12805,0,12805,0,R,0
ZLG0025,ZLG0025,NCC,N2022148  ,EQ,300,300,261,39,0,0,18285,0,18285,60.95,R,475.41
ZLG0042,ZLG0042,ZEEL,N2022147  ,EQ,0,0,0,0,400,400,0,96895,-96895,242.24,R,19379
ZLG0056,ZLG0056,SUNPHARMA,N2022148  ,EQ,50,50,0,50,0,0,45947.5,0,45947.50,918.95,R,9189.50
ZLG0059,ZLG0059,DCBBANK,N2022148  ,EQ,700,700,239,461,0,0,60200,0,60200,86,R,7929.20
ZLG0073,ZLG0073,IDFCFIRSTB,N2022147  ,EQ,200,200,200,0,0,0,8520,0,8520,0,R,0
ZLG0082,ZLG0082,IEX,N2022147  ,EQ,0,0,0,0,3,3,0,498.9,-498.90,166.30,R,99.78
ZLG0082,ZLG0082,IRCTC,N2022147  ,EQ,0,0,0,0,1,1,0,642,-642,642,R,128.40
ZLG0082,ZLG0082,AETHER,N2022147  ,EQ,0,0,0,0,2,2,0,1674,-1674,837,R,334.80
ZLG0082,ZLG0082,MOTHERSON,N2022147  ,EQ,0,0,0,0,3,3,0,390.9,-390.90,130.30,R,78.18
ZLG0082,ZLG0082,CLEAN,N2022147  ,EQ,0,0,0,0,1,1,0,1663,-1663,1663,R,332.60
ZLG0082,ZLG0082,WINDLAS,N2022147  ,EQ,0,0,0,0,1,1,0,224,-224,224,R,44.80
ZLG0109,ZLG0109,PARADEEP,N2022147  ,EQ,0,0,0,0,200,200,0,9970,-9970,49.85,R,1994
ZLG0109,ZLG0109,IEX,N2022147  ,EQ,0,0,0,0,100,100,0,16590,-16590,165.90,R,3318
ZLG0120,ZLG0120,MARUTI,N2022147  ,EQ,0,0,0,0,25,25,0,224507.35,-224507.35,8980.29,R,44901.47
ZLG0120,ZLG0120,PEL,N2022147  ,EQ,0,0,0,0,100,100,0,178265,-178265,1782.65,R,35653
ZLG0127,ZLG0127,BFUTILITIE,N2022148  ,EQ,0,0,0,0,500,500,0,168750,-168750,337.50,R,33750
ZLG0127,ZLG0127,HDFCLIFE,N2022148  ,EQ,0,0,0,0,550,550,0,295300,-295300,536.91,R,59060
ZLG0127,ZLG0127,STAR,N2022147  ,EQ,1000,1000,1000,0,0,0,347863,0,347863,0,R,0
ZLG0127,ZLG0127,IOLCP,N2022147  ,EQ,215,135,135,0,80,0,77717.95,28908,48809.95,0,R,0
ZLG0145,ZLG0145,NTPC,N2022148  ,EQ,2,2,0,2,0,0,316,0,316,158,R,63.20
ZLG0145,ZLG0145,ONGC,N2022147  ,EQ,0,0,0,0,100,100,0,13487.5,-13487.50,134.88,R,2697.50
ZLG0145,ZLG0145,HINDALCO,N2022148  ,EQ,10,10,0,10,0,0,4226.5,0,4226.50,422.65,R,845.30
ZLG0145,ZLG0145,YESBANK,N2022148  ,EQ,0,0,0,0,300,300,0,4995,-4995,16.65,R,999
ZLG0145,ZLG0145,HINDALCO,N2022147  ,EQ,0,0,0,0,10,10,0,4142.3,-4142.30,414.23,R,828.46
ZLG0145,ZLG0145,KALYANKJIL,N2022148  ,EQ,10,10,0,10,0,0,675,0,675,67.50,R,135
ZLG0226,ZLG0226,POONAWALLA,N2022148  ,EQ,0,0,0,0,1,1,0,275,-275,275,R,55
ZLG0289,ZLG0289,LAURUSLABS,N2022148  ,EQ,1000,1000,0,1000,0,0,531693.85,0,531693.85,531.69,R,106338.77
ZLG0289,ZLG0289,IOC,N2022147  ,EQ,0,0,0,0,150,150,0,10687.5,-10687.50,71.25,R,2137.50
ZLG0399,ZLG0399,SAIL,N2022148  ,EQ,0,0,0,0,7,7,0,537.95,-537.95,76.85,R,107.59
ZLG0399,ZLG0399,SAIL,N2022147  ,EQ,7,7,7,0,0,0,533.4,0,533.40,0,R,0
ZLG0414,ZLG0414,ONGC,N2022147  ,EQ,250,250,250,0,0,0,33687.5,0,33687.50,0,R,0
ZLG0414,ZLG0414,IOC,N2022147  ,EQ,250,250,250,0,0,0,17878.95,0,17878.95,0,R,0
ZLG0414,ZLG0414,IDFCFIRSTB,N2022147  ,EQ,1000,1000,1000,0,0,0,42485,0,42485,0,R,0
ZLG0414,ZLG0414,IEX,N2022148  ,EQ,0,0,0,0,500,500,0,81050,-81050,162.10,R,16210
ZLG0414,ZLG0414,LAURUSLABS,N2022148  ,EQ,500,500,0,500,0,0,267075,0,267075,534.15,R,53415
ZLG0446,ZLG0446,CANBK,N2022147  ,EQ,0,0,0,0,500,500,0,115579.25,-115579.25,231.16,R,23115.85
ZLG0460,ZLG0460,FCONSUMER,N2022148  ,EQ,0,0,0,0,5000,5000,0,9000,-9000,1.80,R,1800
ZLG0460,ZLG0460,ULTRACEMCO,N2022147  ,EQ,30,0,0,0,80,50,197805,529370,-331565,6631.30,R,66313
ZLG0528,ZLG0528,ASHOKLEY,N2022147  ,EQ,0,0,0,0,69,69,0,10084.35,-10084.35,146.15,R,2016.87
ZLG0586,ZLG0586,UCOBANK,N2022148  ,EQ,6,6,0,6,0,0,73.5,0,73.50,12.25,R,14.70
ZLG0650,ZLG0650,RCF,N2022148  ,EQ,22,22,0,22,0,0,2000.9,0,2000.90,90.95,R,400.18
ZLG0650,ZLG0650,J&KBANK,N2022148  ,EQ,90,90,0,90,0,0,2790,0,2790,31,R,558
ZLG0653,ZLG0653,ADANIPORTS,N2022147  ,EQ,0,0,0,0,100,100,0,80705,-80705,807.05,R,16141
ZLG0653,ZLG0653,YESBANK,N2022147  ,EQ,0,0,0,0,200,200,0,3290,-3290,16.45,R,658
ZLG0671,ZLG0671,NAZARA,N2022147  ,EQ,10,10,10,0,0,0,6959.5,0,6959.50,0,R,0
ZLG0671,ZLG0671,ZOMATO,N2022147  ,EQ,0,0,0,0,50,50,0,2732.5,-2732.50,54.65,R,546.50
ZLG0671,ZLG0671,NAM-INDIA,N2022148  ,EQ,0,0,0,0,20,20,0,6105,-6105,305.25,R,1221
ZLG0674,ZLG0674,LTTS,N2022148  ,EQ,0,0,0,0,3,3,0,10537.65,-10537.65,3512.55,R,2107.53
ZLG0674,ZLG0674,BSOFT,N2022148  ,EQ,0,0,0,0,5,5,0,1742.75,-1742.75,348.55,R,348.55
ZLG0674,ZLG0674,VISHWARAJ,N2022148  ,EQ,0,0,0,0,10,10,0,174,-174,17.40,R,34.80
ZLG0725,ZLG0725,ZOMATO,N2022148  ,EQ,200,100,100,0,100,0,11415,5705,5710,0,R,0
ZLG0725,ZLG0725,PARADEEP,N2022147  ,EQ,50,0,0,0,100,50,2567.5,4972.5,-2405,48.10,R,481
ZLG0725,ZLG0725,IEX,N2022148  ,EQ,0,0,0,0,50,50,0,8167.5,-8167.50,163.35,R,1633.50
ZLG0725,ZLG0725,IDEA,N2022147  ,EQ,100,100,100,0,0,0,915,0,915,0,R,0
ZLG0725,ZLG0725,UCOBANK,N2022147  ,EQ,100,100,100,0,0,0,1180,0,1180,0,R,0
ZLG0732,ZLG0732,IRCTC,N2022148  ,EQ,0,0,0,0,100,100,0,64665,-64665,646.65,R,12933
ZLG0732,ZLG0732,HDFCBANK,N2022148  ,EQ,200,0,0,0,300,100,287077.5,431472.5,-144395,1443.95,R,28879
ZLJ0001,ZLJ0001,INFY,N2022148  ,EQ,200,200,0,200,0,0,319078.85,0,319078.85,1595.39,R,63815.77
ZLJ0014,ZLJ0014,AWL,Z2022147  ,BE,0,0,0,0,5,5,0,3435.25,-3435.25,687.05,Z,687.05
ZLJ0019,ZLJ0019,MUTHOOTFIN,N2022147  ,EQ,0,0,0,0,2,2,0,2207.9,-2207.90,1103.95,R,441.58
ZLJ0019,ZLJ0019,INFY,N2022147  ,EQ,0,0,0,0,5,5,0,7767.75,-7767.75,1553.55,R,1553.55
ZLJ0024,ZLJ0024,CHAMBLFERT,N2022148  ,EQ,0,0,0,0,100,100,0,32060,-32060,320.60,R,6412
ZLJ0028,ZLJ0028,VINDHYATEL,N2022148  ,EQ,0,0,0,0,20,20,0,21740,-21740,1087,R,4348
ZLJ0028,ZLJ0028,SCI,N2022147  ,EQ,0,0,0,0,100,100,0,10790,-10790,107.90,R,2158
ZLJ0028,ZLJ0028,SCI,N2022148  ,EQ,100,100,0,100,0,0,11520,0,11520,115.20,R,2304
ZLJ0028,ZLJ0028,WIPRO,N2022147  ,EQ,35,35,35,0,0,0,15086,0,15086,0,R,0
